index,about_name,about_readlink,image_url,image_width,image_height,provider_type,provider_name,category,name,date_published,description,url
47,NULL,NULL,https://www.bing.com/th?id=ON.8FF28749E55643704CAD760EA5FF1D65&pid=News,290,195,Organization,eWeek,ScienceAndTechnology,Kubernetes 1.5 Brings Container Management to Windows,2016-12-12T21:57:00,New release of open-source Kubernetes container orchestration system adds initial support for Microsoft Windows Server and previews beta stateful application capabilities. The open-source Kubernetes container management system is moving forward with the ...,http://www.eweek.com/enterprise-apps/kubernetes-1.5-brings-container-management-to-windows.html
48,NULL,NULL,https://www.bing.com/th?id=ON.B79CD569D17920CCB493990B218CBF9F&pid=News,700,393,Organization,The Verge,Technology,Facebook will begin testing live 360-degree video with Martian cosplayers,2016-12-12T19:25:00,"Facebook is introducing 360-degree video into its live broadcasting product, starting tomorrow with a broadcast from National Geographic from the Mars Desert Research Station in Utah. At 3PM ET tomorrow, eight scientists will emerge from 80 days of ...",http://www.theverge.com/2016/12/12/13921908/facebook-live-360-video
49,Apple Inc.,https://api.cognitive.microsoft.com/api/v5/entities/6fa57c29-e813-4a1d-7fba-3541ca4c1dc3,https://www.bing.com/th?id=ON.7250C50E487EC1473C886E098FE7165E&pid=News,320,180,Organization,Quartz,Technology,Here\u2019s how much you would have made had you invested in Apple after its IPO,2016-12-12T18:50:00,"Thirty-six years ago today, Dec. 12, Apple went public. If you\u2019d been investing in fledgling computer startups in the early 1980s and had no problem playing the long game with your investments, they would\u2019ve paid off dearly with even a small investment ...",http://qz.com/860803/when-did-apple-aapl-ipo-heres-how-much-you-wouldve-since-then/
50,NULL,NULL,https://www.bing.com/th?id=ON.A51E9751BAA9EBF96B7D6E3AFA752CF7&pid=News,700,350,Organization,The Next Web,ScienceAndTechnology,YouTube would be insane not to listen to the complaints of its community,2016-12-12T18:40:00,"PewDiePie is one of the most recognizable YouTubers. The 27-year old Gothenburg native is an international celebrity and a self-made millionaire, and it\u2019s all thanks to his videos, where he yelps, shrieks, howls, and makes the occasional dirty joke.",http://thenextweb.com/insider/2016/12/11/youtube-would-be-insane-not-to-listen-to-the-complains-of-its-community/
51,Twitch,https://api.cognitive.microsoft.com/api/v5/entities/0fa93ee8-fc57-5f05-93f7-2bd403c9d343,https://www.bing.com/th?id=ON.76B49A354ABDD2453DA64DF9716C24B8&pid=News,700,466,Organization,The Verge,ScienceAndTechnology,Twitch introduces a new automated moderation tool to make chat friendlier,2016-12-12T18:59:00,"Twitch chat could soon be a lot friendlier: today the streaming service is introducing a new automated tool that\u2019s designed to create a \u201cpositive and inclusive chat experience.\u201d The moderation tool is called AutoMod, and according to Twitch it uses a ...",http://www.theverge.com/2016/12/12/13918712/twitch-automod-machine-learning-moderation-tool
52,Journal,https://api.cognitive.microsoft.com/api/v5/entities/da76d1db-136c-d9d4-f3c6-31e798f8945a,https://www.bing.com/th?id=ON.4B3772B6316D905AD428B3543D494F99&pid=News,700,466,Organization,The Wall Street Journal Blogs,ScienceAndTechnology,VMware Bets On Hyper-Converged Data Centers For Future Growth,2016-12-12T23:46:00,"VMware Inc., whose server virtualization technology helped spark the cloud computing phenomenon, is now looking to so-called hyperconvergence for future growth, and to its new relationship with Dell Technologies, for help. VMware has nearly doubled ...",http://blogs.wsj.com/cio/2016/12/12/vmware-bets-on-hyper-converged-data-centers-for-future-growth/
53,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.A3BA4AF6FA08E2DFCF9EF6DDAF2B3C27&pid=News,700,393,Organization,ABC News,ScienceAndTechnology,Trump's Criticism of Russia Hacking Claim Could Haunt Him,2016-12-12T19:43:00,"Donald Trump is underscoring his doubts about the conclusion by U.S. intelligence that Russia sought through hacking to disrupt this year's election, renewing his skepticism Monday as he pits his judgment against the $52.7 billion espionage and analytical ...",http://abcnews.go.com/Politics/wireStory/trumps-criticism-russia-hacking-claim-haunt-44149178
54,Appalachian State University,https://api.cognitive.microsoft.com/api/v5/entities/bc3b4c60-3b86-8acb-c34b-ead984dfc37a,https://www.bing.com/th?id=ON.A5C26A8D078737EA2C83E04EB1FD6A22&pid=News,700,394,Organization,PC Magazine,Technology,Google-Funded App Aims to Helps Flint Residents Manage Water Crisis,2016-12-12T18:35:00,"The Mywater-Flint app shows where lead has been found in the drinking water, and where people can get clean H20. A new, Google-funded app aims to help residents and government agencies in Flint, Michigan, manage the ongoing water crisis there. Developed by ...",http://www.pcmag.com/news/350256/google-funded-app-aims-to-helps-flint-residents-manage-water
55,Role,https://api.cognitive.microsoft.com/api/v5/entities/675fdcb5-0077-b818-0d2a-4509a71669bf,https://www.bing.com/th?id=ON.9C5BD242C4AE99DF7971DFCF448B6A18&pid=News,700,467,Organization,CIO,Technology,Career Roadmap: Systems admin role isn\u2019t dead,2016-12-12T23:41:00,"With the ubiquity of cloud technology and the availability of modern systems administration tools that allow anyone from developers to administrative assistants to procure and provision servers and services, it's tempting to think that the role of the ...",http://www.cio.com/article/3149119/hiring/career-roadmap-systems-admin-role-isn-t-dead.html
56,NULL,NULL,https://www.bing.com/th?id=ON.6960BFEB47D7D39E5B305B5406C5BC89&pid=News,700,366,Organization,MSN,Technology,Major lab testing company hacked; 34K peoples' info obtained,2016-12-12T23:40:00,"Quest Diagnostics (DGX) announced late Monday that it is investigating an unauthorized intrusion into its network that exposed data from about 34,000 individuals. The hack took place on November 26 through the MyQuest by Care internet application, the ...",http://www.msn.com/en-us/money/companies/major-lab-testing-company-hacked-34k-peoples-info-obtained/ar-AAltT7e
57,Microsoft,https://api.cognitive.microsoft.com/api/v5/entities/a093e9b9-90f5-a3d5-c4b8-5855e1b01f85,https://www.bing.com/th?id=ON.3592B7426CEA99D62FEB576A00DBF3DC&pid=News,459,284,Organization,Ars Technica,ScienceAndTechnology,Microsoft\u2019s surprise hardware hit: The Surface Hub,2016-12-12T23:19:00,"Microsoft has hit a hardware home run that surprised even the people in Redmond. The Surface Hub conference room PC turns out to be selling like hotcakes, surpassing everyone's expectations. When Microsoft launched its Surface Hub conference room computers ...",http://arstechnica.com/information-technology/2016/12/microsofts-surface-hub-sales-surprisingly-strong-its-a-huge-hardware-hit/
58,NULL,NULL,https://www.bing.com/th?id=ON.40E15B7A11C242F2DD33B51F70792ACA&pid=News,200,100,Organization,EurekAlert!,ScienceAndTechnology,Leading survey platform launches first in-browser visualization tool for encrypted data,2016-12-12T19:19:00,"CAMBRIDGE, MA - December 12, 2016 - Dobility today announced the launch of the SurveyCTO ""Data Explorer,"" a first-of-its-kind tool for visualizing encrypted data from the convenience of a web browser. Available exclusively to SurveyCTO users, the Data ...",https://www.eurekalert.org/pub_releases/2016-12/d-lsp121216.php
59,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.9410F1C968B8C8514CF7BFD31ED1BF20&pid=News,700,393,Organization,Search Engine Land,Technology,Google launches Gboard keyboard features on Android devices,2016-12-12T23:37:00,"According to multiple reports, Gboard \u2014 Google\u2019s keyboard designed specifically for iOS devices \u2014 is now available on Android devices. A report from The Verge says that a Google Keyboard update is bringing Gboard features to Android, including the ...",http://searchengineland.com/google-launches-gboard-keyboard-features-android-devices-265318
60,Partnership,https://api.cognitive.microsoft.com/api/v5/entities/101b8a66-cc91-2151-68cd-20380d11bfa2,https://www.bing.com/th?id=ON.637F9EAA37EFE66C862FAADCAB3F1BA1&pid=News,700,505,Organization,CIO,Technology,2016 CEO Outlook: Engage in External Partnerships,2016-12-12T22:04:00,"In today\u2019s aggressively competitive business environment, fostering innovation is a top strategic priority for CEOs, who know they can\u2019t go it alone as disruptive technologies \u2014 from automation and data analytics to robotics \u2014 evolve at warp speed.",http://www.cio.com/article/3149534/cio-perspectives/2016-ceo-outlook-engage-in-external-partnerships.html
61,IEEE Spectrum,https://api.cognitive.microsoft.com/api/v5/entities/981fefc4-e1b9-eaf1-48cb-b10f46652e19,https://www.bing.com/th?id=ON.325FCB018BB2DE1DB0968D936B79EBF8&pid=News,300,225,Organization,IEEE Spectrum,Technology,"Wanted: In-flight Drone Charging, Itty-Bitty Spy Cams, and More",2016-12-12T20:42:00,"Every year, the U.S. Combating Terrorism Technical Support Office puts out a \u201cBroad Agency Announcement\u201d that describes technologies that it wishes it could purchase, but which don't yet exist. It's a sort of to-do list for technologists and engineers ...",http://spectrum.ieee.org/tech-talk/aerospace/military/wanted-wearable-chemical-sensors-wireless-recharging-stations-for-drones-and-ittybitty-spy-cams
62,Russia,https://api.cognitive.microsoft.com/api/v5/entities/ed4fce79-8ad4-352b-205b-e4db36c49bbe,https://www.bing.com/th?id=ON.2122273EB764792A13338B5619BEF3C9&pid=News,380,253,Organization,MLive,ScienceAndTechnology,"For unlikely tech hub in Russia, recession is a godsend",2016-12-12T23:33:00,"VORONEZH, Russia (AP) -- Russia's economy is in a quagmire thanks to sanctions and low oil prices, but it's a boom time for Mikhail Khorpyakov. The 32-year-old, who develops software for Russian and foreign clients, has seen his earnings rise over the last ...",http://www.mlive.com/news/us-world/index.ssf/2016/12/for_unlikely_tech_hub_in_russi.html
63,Ransomware,https://api.cognitive.microsoft.com/api/v5/entities/50b344db-4d21-b4bf-f3e0-335c1a6fce11,https://www.bing.com/th?id=ON.C67DC668A7D4AE02BEFED587FA3DEE96&pid=News,640,470,Organization,Beta News,ScienceAndTechnology,Fighting ransomware in the cloud,2016-12-12T17:27:00,"A recent survey of 500 businesses revealed that nearly half were brought to a standstill by a ransomware attack within the last 12 months. Ransomware is malware that installs covertly on a victim's computer, executes a crypto-virology attack that adversely ...",http://betanews.com/2016/12/12/cloud-ransomware/
64,Geography of Texas,https://api.cognitive.microsoft.com/api/v5/entities/9eb3bfc7-6732-f8f6-4510-22ebd367a294,https://www.bing.com/th?id=ON.BB45B88FB55EC6B813213C61FFD64B0C&pid=News,700,367,Organization,Dallas News,ScienceAndTechnology,9 gifts for every Texan on your list,2016-12-12T23:35:00,Don't miss a story. Like us on Facebook. Like Dallas News' Facebook Page Get Unlimited Digital Access Your first month is less than a dollar. $0.99 for first 4 weeks Subscribe Now It's difficult shopping for a true Texan. You have to casually check their ...,http://www.dallasnews.com/life/texana/2016/12/12/9-gifts-every-texan-list
65,Hawaii,https://api.cognitive.microsoft.com/api/v5/entities/b6f01eaf-aecf-44f6-b64d-1f6e982365c3,https://www.bing.com/th?id=ON.3E1CA6F1CE9DEBCA1F1546D6537C76BF&pid=News,700,393,Organization,The Business Journal,Technology,Billabong sees Hawaii as a 'bullseye' for surf apparel brand's growth,2016-12-12T23:58:00,"While the waves made a late appearance at this year\u2019s Pipe Masters, sponsor Billabong has shown up from Day One \u2014 the Australian apparel brand holds the naming rights to the decades-old surfing event on Hawaii\u2019s North Shore. Scott Hargreaves, global ...",http://www.bizjournals.com/pacific/news/2016/12/12/billabong-sees-hawaii-as-a-bullseye-for-surf.html
66,Macworld,https://api.cognitive.microsoft.com/api/v5/entities/709da5d5-eeca-ebaa-e156-31db19d05fee,https://www.bing.com/th?id=ON.1CEE2887EA8471A7224DE2547933E665&pid=News,116,116,Organization,Macworld Mac Central,Technology,Instagram rolls out its Live video feature in the U.S.,2016-12-12T23:34:00,"Instagram\u2019s latest features focus more on live streaming and less on photo sharing. On Monday, Instagram started rolling out its \u201cLive\u201d video-streaming feature to iOS and Android users in the U.S. The company first unveiled this feature in November ...",http://www.macworld.com/article/3149537/iphone-ipad/instagram-rolls-out-its-live-video-feature-in-the-u-s.html
67,Infection,https://api.cognitive.microsoft.com/api/v5/entities/3df8cee4-bb4e-28f7-bb8a-63e44618f46b,https://www.bing.com/th?id=ON.C90361881CE1914AAD2EEAEDC7BD985D&pid=News,700,350,Organization,Popular Mechanics,ScienceAndTechnology,New Malware Lets You Infect Others to Save Yourself,2016-12-12T19:58:00,"There's a new computer virus out there, and it comes with a Black Mirror-style twist: it makes the victims start infecting their friends. The new malware was discovered by security researchers MalwareHunterTeam and is called Popcorn Time, named after, but ...",http://www.popularmechanics.com/technology/security/a24260/popcorn-time-malware/
68,NBC News,https://api.cognitive.microsoft.com/api/v5/entities/90fd2ef2-8123-de59-2b1f-ccd033454a4a,https://www.bing.com/th?id=ON.DAF5F41CA67140DE7252AAFD7AFE786A&pid=News,600,652,Organization,NBC News,ScienceAndTechnology,Product Recall: Your Yankee Candle Jar Could Crack,2016-12-12T23:07:00,"Yankee Candle is recalling around 31,000 of its ""Luminous Collection"" candles, saying a square glass jar containing the fragrant wax is a laceration hazard. The company has received 16 reports of the glass cracking once the candle is lit. Customers who ...",http://www.nbcnews.com/business/consumer/product-recall-your-yankee-candle-jar-could-crack-n694946
69,NULL,NULL,https://www.bing.com/th?id=ON.A1DE3B8E06A1682710A704F361DEB8B9&pid=News,700,466,Organization,TechRepublic,ScienceAndTechnology,Top 10 developments of 2016 in autonomous vehicles,2016-12-12T17:37:00,"With major driverless vehicle announcements from automakers like Ford and Tesla, US government guidelines on autonomous vehicle development, and companies like Uber introducing self-driving fleets to the public, 2016 has been a huge year in the driverless ...",http://www.techrepublic.com/article/top-10-developments-of-2016-in-autonomous-vehicles/
